group,count,before_psnr,after_psnr,psnr_gain,before_ssim,after_ssim,ssim_gain
all_slices,19530,36.110602297010765,43.33705172260304,7.226449425592278,0.7521656277999593,0.8800241977306801,0.12785856993072076
nonblank_slices,17340,28.543762486646308,38.70473590700904,10.16097342036273,0.7210227866827482,0.98136982604599,0.2603470393632418
