group,count,before_psnr,after_psnr,psnr_gain,before_ssim,after_ssim,ssim_gain
all_slices,19530,36.11059889271016,38.64997523883728,2.5393763461271206,0.7521655908121861,0.8778603982819956,0.12569480746980943
nonblank_slices,17340,28.54375866453193,35.79427160123886,7.250512936706933,0.7210227450481093,0.9789435064821983,0.25792076143408904
