group,count,before_psnr,after_psnr,psnr_gain,before_ssim,after_ssim,ssim_gain
all_slices,19530,36.11059889271016,39.74416762448629,3.63356873177613,0.7521655908121861,0.8767266329240969,0.12456104211191077
nonblank_slices,17340,28.54375866453193,35.37984166397625,6.836082999444322,0.7210227450481093,0.9776622610007192,0.2566395159526099
