patient_id,slice_index,target_nonzero_fraction,is_nonblank,before_psnr,before_ssim,after_psnr,after_ssim
BraTS-GLI-00692-001,0,0.0,False,100.0,1.0,10.538788369834108,0.0
BraTS-GLI-00692-001,1,0.0,False,100.0,1.0,10.538788369834108,0.0
BraTS-GLI-00692-001,2,0.0,False,100.0,1.0,10.538788369834108,0.0
BraTS-GLI-00692-001,3,0.0,False,100.0,1.0,10.538788369834108,0.0
BraTS-GLI-00692-001,4,0.0,False,100.0,1.0,10.538788369834108,0.0
BraTS-GLI-00692-001,5,0.0,False,100.0,1.0,80.11549834992164,0.0
BraTS-GLI-00692-001,6,0.0006423611111111111,False,38.765339855136446,0.6776409570956861,46.843791578230885,0.9992965619405041
BraTS-GLI-00692-001,7,0.0011805555555555556,True,33.716533591485124,0.42444571806671627,50.67031171598422,0.9991573394008895
BraTS-GLI-00692-001,8,0.001979166666666667,True,35.02181473874576,0.4899762131038105,56.83601949573734,0.9996520591314249
BraTS-GLI-00692-001,9,0.006284722222222222,True,34.72600366138358,0.464145761760683,50.1013325967893,0.9995915367899997
BraTS-GLI-00692-001,10,0.010434027777777778,True,33.65178925431366,0.42981780396013836,48.367443839918785,0.9995911075573108
BraTS-GLI-00692-001,11,0.013090277777777777,True,32.091377997862935,0.37492164184923515,51.68440591993744,0.9995919669806126
BraTS-GLI-00692-001,12,0.01390625,True,31.544024602078284,0.37190529693171864,48.338387261688695,0.9994646385872684
BraTS-GLI-00692-001,13,0.015034722222222222,True,32.01619904873398,0.36040292682798225,49.477800143222275,0.9991749905180971
BraTS-GLI-00692-001,14,0.019131944444444444,True,30.93722592087099,0.3393703141045426,48.97906946599993,0.9988076621306649
BraTS-GLI-00692-001,15,0.021666666666666667,True,30.995128896082328,0.35045466816930915,49.34102955010914,0.9990305266362719
BraTS-GLI-00692-001,16,0.02625,True,30.378319259739733,0.30575494461423147,45.90479126721569,0.9987893303213601
BraTS-GLI-00692-001,17,0.03076388888888889,True,30.206823032134228,0.29427736642499797,46.094001186095,0.9987319297715722
BraTS-GLI-00692-001,18,0.03522569444444444,True,28.657486017173074,0.27458897942284716,44.56702348435054,0.9984838376915022
BraTS-GLI-00692-001,19,0.04276041666666667,True,29.27913266601233,0.30266566494966496,43.2498809906422,0.9980734136164846
BraTS-GLI-00692-001,20,0.04807291666666667,True,29.204330408225854,0.3015768338517471,40.1089542059095,0.997291520800703
BraTS-GLI-00692-001,21,0.053697916666666665,True,29.866552550286425,0.3008107281076171,37.81392608979825,0.9963419482779212
BraTS-GLI-00692-001,22,0.056128472222222225,True,29.387124615123913,0.2968683978964711,46.79617789036384,0.9978401218216782
BraTS-GLI-00692-001,23,0.0584375,True,31.14527625491892,0.3283417703489966,46.127473832441765,0.997326828164366
BraTS-GLI-00692-001,24,0.06197916666666667,True,31.789418640092627,0.34336598940311336,46.31494494738553,0.9968940681609237
BraTS-GLI-00692-001,25,0.06508680555555556,True,31.08888962565528,0.3382866283237392,43.16429301566218,0.9962076678587997
BraTS-GLI-00692-001,26,0.06977430555555555,True,30.379654345234464,0.3080484869245238,43.46906856270559,0.9955754829916946
BraTS-GLI-00692-001,27,0.07295138888888889,True,29.843389513716367,0.29697744607669285,40.37390679952188,0.9954187969399366
BraTS-GLI-00692-001,28,0.07692708333333333,True,29.57811976022425,0.2928034318096346,44.06430516954951,0.9951112541257224
BraTS-GLI-00692-001,29,0.08279513888888888,True,29.048051298123205,0.28376538116139166,43.710593477802604,0.9951199766285748
BraTS-GLI-00692-001,30,0.08932291666666667,True,29.025652476769718,0.27844872651367847,41.78607465750073,0.9941083127120438
BraTS-GLI-00692-001,31,0.09769097222222223,True,29.033710001336516,0.2743949384240752,41.24690219835273,0.9927075982112317
BraTS-GLI-00692-001,32,0.10652777777777778,True,28.759657639440626,0.2737389651855178,40.5373307287648,0.991783103681445
BraTS-GLI-00692-001,33,0.11118055555555556,True,29.37663577464256,0.2942058096704836,40.71900858683664,0.9917356371988433
BraTS-GLI-00692-001,34,0.12192708333333334,True,28.702942163634408,0.2780914312167525,37.54033212866914,0.9874529732508666
BraTS-GLI-00692-001,35,0.13359375,True,27.851361534149074,0.2751299446422473,39.98531534985188,0.9880676494670607
BraTS-GLI-00692-001,36,0.1539236111111111,True,28.758647219901327,0.2977237401732583,38.759046884532275,0.9875140446461713
BraTS-GLI-00692-001,37,0.17152777777777778,True,28.84349843055823,0.31522552689812827,37.386013145760586,0.9869010848035308
BraTS-GLI-00692-001,38,0.18703125,True,28.014623190322965,0.3228483976065087,38.26389816344382,0.9871103554649474
BraTS-GLI-00692-001,39,0.1961284722222222,True,27.813100107772005,0.3198221478958946,38.893426442556255,0.9867271463192748
BraTS-GLI-00692-001,40,0.20171875,True,27.822095497175553,0.3085334944569668,38.40914393377584,0.986326892423385
BraTS-GLI-00692-001,41,0.20824652777777777,True,26.505589043244107,0.30436280915241015,36.61764603712935,0.9849558426489726
BraTS-GLI-00692-001,42,0.21302083333333333,True,26.415583263967164,0.3221804263994541,38.328077988388074,0.9864069869403939
BraTS-GLI-00692-001,43,0.2203125,True,25.272261611217317,0.3157590928971961,38.55100665595779,0.9870594600410812
BraTS-GLI-00692-001,44,0.22552083333333334,True,25.334955973805204,0.3299274717643275,39.0039104743913,0.9872910724802461
BraTS-GLI-00692-001,45,0.23246527777777778,True,24.62186549743734,0.33567281230517804,37.312561538401255,0.9865498603679133
BraTS-GLI-00692-001,46,0.24630208333333334,True,27.408261688541632,0.35564889361391866,38.68989988088898,0.9857387773219632
BraTS-GLI-00692-001,47,0.2548611111111111,True,27.989283369348065,0.3688889511557338,37.030271959405034,0.9843888523623013
BraTS-GLI-00692-001,48,0.2635590277777778,True,26.32084337172744,0.3541392214226658,35.881793979342206,0.9830162883990301
BraTS-GLI-00692-001,49,0.2689236111111111,True,25.94117347272658,0.3573236964774546,36.1570632557364,0.9830611252735308
BraTS-GLI-00692-001,50,0.27411458333333333,True,23.046896826434093,0.3274982898625935,36.39900198808671,0.9820191466339807
BraTS-GLI-00692-001,51,0.2803819444444444,True,21.445256773955094,0.3251211735513961,37.45095191158418,0.9835175902312132
BraTS-GLI-00692-001,52,0.2856076388888889,True,24.499046175213373,0.35694995435768434,37.32292068548734,0.9833503636832311
BraTS-GLI-00692-001,53,0.2925520833333333,True,26.710356673622865,0.37670562034552935,36.02297938509952,0.9818372899944418
BraTS-GLI-00692-001,54,0.29789930555555555,True,24.00254545532605,0.3669398430137293,32.35934202392172,0.979892446308516
BraTS-GLI-00692-001,55,0.30203125,True,24.338747631965532,0.3654522992824991,35.19578831849993,0.9816201854119195
BraTS-GLI-00692-001,56,0.3070486111111111,True,24.316473516448177,0.369434070684387,37.482781673896454,0.9803340116442143
BraTS-GLI-00692-001,57,0.31258680555555557,True,25.892301098782635,0.3832354195274819,36.39642512518054,0.9801015212867387
BraTS-GLI-00692-001,58,0.31883680555555555,True,25.29866121395149,0.39558913406339846,37.009100323602546,0.9799341362975802
BraTS-GLI-00692-001,59,0.32256944444444446,True,24.318832602369824,0.3850696126786727,37.24357183033212,0.9800792118574314
BraTS-GLI-00692-001,60,0.32567708333333334,True,24.42345899120726,0.3862720052489618,37.40202875585102,0.9792631002372574
BraTS-GLI-00692-001,61,0.32949652777777777,True,25.714674663037353,0.3905549274506211,35.357429705149165,0.9782045471843718
BraTS-GLI-00692-001,62,0.33340277777777777,True,26.00824806978484,0.40720699045525494,37.62597213475352,0.9800202460021088
BraTS-GLI-00692-001,63,0.33795138888888887,True,25.070265213464438,0.39564722073195197,37.39952568072023,0.9791506438335993
BraTS-GLI-00692-001,64,0.3409201388888889,True,24.464595996931706,0.3955497099586865,35.23525598218322,0.9791186162205224
BraTS-GLI-00692-001,65,0.34185763888888887,True,24.03458938451374,0.3965724549449381,35.903001544047676,0.979977436846469
BraTS-GLI-00692-001,66,0.34375,True,21.689542838198097,0.3677982729552092,35.98054500625494,0.9801182908634855
BraTS-GLI-00692-001,67,0.34444444444444444,True,22.252056549137084,0.3734797049719209,38.46189140201054,0.9797898234455387
BraTS-GLI-00692-001,68,0.34458333333333335,True,23.874190633040463,0.3824144674343695,35.8897756419333,0.9774519195579456
BraTS-GLI-00692-001,69,0.34479166666666666,True,22.68908385454744,0.37069198249607793,37.747418904304226,0.9792430927020811
BraTS-GLI-00692-001,70,0.34453125,True,22.647894612461176,0.3733451637376481,34.37841088228544,0.9779740196132043
BraTS-GLI-00692-001,71,0.3438541666666667,True,24.06669001168071,0.3747344700233118,36.277591996554925,0.9788287693037423
BraTS-GLI-00692-001,72,0.3435590277777778,True,23.13290146881309,0.3618735582048075,37.39068572674055,0.9780192369631501
BraTS-GLI-00692-001,73,0.3429513888888889,True,24.269470321730033,0.3725357009603748,37.182153958463246,0.977376606332519
BraTS-GLI-00692-001,74,0.3427604166666667,True,25.50890996058776,0.3845621071204888,37.112980543603506,0.9787002963022315
BraTS-GLI-00692-001,75,0.3425173611111111,True,26.31001472990631,0.3903869482467426,36.76400514422508,0.9786294860604369
BraTS-GLI-00692-001,76,0.3419270833333333,True,26.143651904858068,0.388702543524928,36.942427475150836,0.9796288170492478
BraTS-GLI-00692-001,77,0.3411284722222222,True,24.94595183897328,0.38174654890342385,36.70041237605293,0.980021338928642
BraTS-GLI-00692-001,78,0.3404861111111111,True,25.066536858597303,0.3839892380238325,37.38183427160767,0.980214792737324
BraTS-GLI-00692-001,79,0.3398263888888889,True,26.58988976858643,0.39505072835072824,35.8488692582798,0.9790604171915385
BraTS-GLI-00692-001,80,0.33883680555555556,True,25.257424543292196,0.3809336193313012,36.64286468592096,0.979621617270575
BraTS-GLI-00692-001,81,0.33871527777777777,True,25.09226960125663,0.3893266156972225,37.31531275124072,0.9800527956467635
BraTS-GLI-00692-001,82,0.33803819444444444,True,26.59767239532796,0.399000394159898,36.78588284355803,0.9798572496841349
BraTS-GLI-00692-001,83,0.3372222222222222,True,25.71748593440638,0.390760345444217,35.011023652263844,0.9795347447744184
BraTS-GLI-00692-001,84,0.3362847222222222,True,24.554002305639656,0.37709431985373315,37.889415858844956,0.9791128030760501
BraTS-GLI-00692-001,85,0.3348784722222222,True,24.360382889692126,0.3773046159859945,37.14595526928686,0.9791358463818314
BraTS-GLI-00692-001,86,0.334375,True,24.982512477517645,0.3821521836825809,37.28980728161647,0.9787192520803806
BraTS-GLI-00692-001,87,0.3327777777777778,True,26.471970398425313,0.38808191137472065,37.76894762788554,0.9781288770125088
BraTS-GLI-00692-001,88,0.3301909722222222,True,26.292744236133117,0.3900437769511834,37.266899036575175,0.978208071742237
BraTS-GLI-00692-001,89,0.32708333333333334,True,27.03229414388368,0.3844050856908607,37.41683910222636,0.9775611948456232
BraTS-GLI-00692-001,90,0.3235590277777778,True,26.557119334582207,0.3728095915245522,36.44298274266482,0.9767360410464804
BraTS-GLI-00692-001,91,0.32121527777777775,True,25.864780640796646,0.3689538427583997,37.058355174504676,0.9775690190810828
BraTS-GLI-00692-001,92,0.3190451388888889,True,26.609745511525166,0.3786799995681349,37.724441871443275,0.9791575404353082
BraTS-GLI-00692-001,93,0.3156076388888889,True,25.97052878492938,0.3657944639114878,35.455005984472464,0.978183753325021
