patient_id,slice_index,target_nonzero_fraction,is_nonblank,before_psnr,before_ssim,after_psnr,after_ssim
BraTS-GLI-00692-001,0,0.0,False,100.0,1.0,24.51230208470116,0.0
BraTS-GLI-00692-001,1,0.0,False,100.0,1.0,24.51230208470116,0.0
BraTS-GLI-00692-001,2,0.0,False,100.0,1.0,24.51230208470116,0.0
BraTS-GLI-00692-001,3,0.0,False,100.0,1.0,24.51230208470116,0.0
BraTS-GLI-00692-001,4,0.0,False,100.0,1.0,24.51230208470116,0.0
BraTS-GLI-00692-001,5,0.0,False,100.0,1.0,63.27565940213696,0.0
BraTS-GLI-00692-001,6,0.0006423611111111111,False,49.4073758351358,0.9667888844398126,43.767142118528064,0.9963755936102162
BraTS-GLI-00692-001,7,0.0011805555555555556,True,43.962200249712524,0.9212777408053386,44.46886366169541,0.9958620144866488
BraTS-GLI-00692-001,8,0.001979166666666667,True,43.7224586122489,0.8960997259598238,47.70840931826918,0.9974237504699666
BraTS-GLI-00692-001,9,0.006284722222222222,True,41.46300003458038,0.8169638507164222,42.70914267647414,0.9963898014407029
BraTS-GLI-00692-001,10,0.010434027777777778,True,40.767442383617656,0.7988585176772837,38.47911368577465,0.9952691557966633
BraTS-GLI-00692-001,11,0.013090277777777777,True,40.50620367147288,0.7775154833963748,32.9114992125453,0.9920131910125057
BraTS-GLI-00692-001,12,0.01390625,True,40.39424232993472,0.7799591401495832,29.456606597614066,0.9875034311294678
BraTS-GLI-00692-001,13,0.015034722222222222,True,39.29440548759275,0.7462627617477641,32.65671987217167,0.9909405711872546
BraTS-GLI-00692-001,14,0.019131944444444444,True,37.90863749999764,0.6867337767082393,31.161406189680957,0.9893311772943719
BraTS-GLI-00692-001,15,0.021666666666666667,True,37.79258233561058,0.6811981807209171,30.471596636044985,0.9878249632390441
BraTS-GLI-00692-001,16,0.02625,True,36.667083654857635,0.6179911185743663,28.82770559708542,0.9846759310577425
BraTS-GLI-00692-001,17,0.03076388888888889,True,36.23582060076116,0.6066190557116495,27.6298168920534,0.9821544461220609
BraTS-GLI-00692-001,18,0.03522569444444444,True,35.84821721772373,0.581975468265532,30.05499039579455,0.987114141601382
BraTS-GLI-00692-001,19,0.04276041666666667,True,35.4956528809431,0.5525486743765055,32.44839371368882,0.9916343659775375
BraTS-GLI-00692-001,20,0.04807291666666667,True,35.23348129675642,0.5425239133985549,35.75799222493225,0.9946266816347561
BraTS-GLI-00692-001,21,0.053697916666666665,True,34.641829458317886,0.497451481591737,36.42036936626222,0.9948839251918365
BraTS-GLI-00692-001,22,0.056128472222222225,True,34.33360638564595,0.4775038954103621,35.72899110605897,0.9947205037368433
BraTS-GLI-00692-001,23,0.0584375,True,34.20034089742492,0.4687334844420638,34.14023918159507,0.9938398040327635
BraTS-GLI-00692-001,24,0.06197916666666667,True,34.01162710812061,0.4581709521078267,33.11785124468704,0.9925866958285381
BraTS-GLI-00692-001,25,0.06508680555555556,True,33.42912004330679,0.4498021335684814,31.632089136294617,0.9906384764641003
BraTS-GLI-00692-001,26,0.06977430555555555,True,32.80088124069,0.4099063654262846,36.66216569872401,0.9934246530076691
BraTS-GLI-00692-001,27,0.07295138888888889,True,32.25200913381621,0.3905102059423394,36.78382440130617,0.9937481654673082
BraTS-GLI-00692-001,28,0.07692708333333333,True,31.70423815738042,0.3736776926966637,34.43548654584181,0.9916303529606098
