group,count,before_psnr,after_psnr,psnr_gain,before_ssim,after_ssim,ssim_gain
all_slices,19530,37.89020314969719,36.62259963044261,-1.2676035192545854,0.4513547587754791,0.8833352455639537,0.4319804867884746
nonblank_slices,17340,30.537453086461248,37.53347863388997,6.996025547428722,0.38266883158861736,0.9852138974766533,0.602545065888036
