epoch,train_loss,val_loss,monitor_loss,lr,seconds
1,0.001852819814541665,0.0013623508399935188,0.0013623508399935188,0.0001,456.68968534469604
2,0.0006332794684729335,0.0005411309524771501,0.0005411309524771501,0.0001,461.5781207084656
3,0.0005198000248736878,0.000473768522694696,0.000473768522694696,0.0001,454.9885401725769
4,0.00043547933644913576,0.00047530185653860764,0.00047530185653860764,0.0001,457.9028570652008
5,0.00036343444272785995,0.0003878145143988798,0.0003878145143988798,0.0001,448.22862792015076
6,0.00030434353855366103,0.0003788899667887834,0.0003788899667887834,0.0001,452.7220244407654
7,0.000260832776772443,0.00035868723421324895,0.00035868723421324895,0.0001,452.22401094436646
8,0.00022876915884087367,0.00033379594174864544,0.00033379594174864544,0.0001,441.1106073856354
9,0.00021109402127799488,0.00035227501873990344,0.00035227501873990344,0.0001,442.4857904911041
10,0.0001922775893100328,0.0003731115360210557,0.0003731115360210557,0.0001,440.94673013687134
11,0.00017995320331272197,0.0003246770100702112,0.0003246770100702112,0.0001,441.69589161872864
12,0.00017034438437353374,0.0003087222263028393,0.0003087222263028393,0.0001,451.7715606689453
13,0.00016494245558994525,0.00029505680373404175,0.00029505680373404175,0.0001,467.5765845775604
14,0.00015916097440672714,0.0003421574116858779,0.0003421574116858779,0.0001,456.5316414833069
15,0.0001526935230594072,0.00034094817081686894,0.00034094817081686894,0.0001,473.73301887512207
16,0.00014867471866820083,0.00029226875948217256,0.00029226875948217256,0.0001,490.77413415908813
17,0.00014512831795233266,0.0003333986495161628,0.0003333986495161628,0.0001,463.76547265052795
18,0.000142472474601072,0.0002860420035934947,0.0002860420035934947,0.0001,441.99432134628296
19,0.00013920045370475123,0.00030213960303791544,0.00030213960303791544,0.0001,530.8301258087158
20,0.00013733435861773002,0.00030322645260368297,0.00030322645260368297,0.0001,452.99294328689575
21,0.00013529183782524985,0.00029374328035570557,0.00029374328035570557,5e-05,429.45530009269714
22,0.0001261499590285826,0.0002890324925259028,0.0002890324925259028,5e-05,433.45578360557556
23,0.0001241738968846544,0.00028331403468724624,0.00028331403468724624,5e-05,538.7960638999939
24,0.00012310226991128363,0.00028837972353719724,0.00028837972353719724,5e-05,448.58125829696655
25,0.00012208944436330887,0.00031038566225032017,0.00031038566225032017,5e-05,437.62733602523804
26,0.00012116363676592533,0.0002934293808050968,0.0002934293808050968,2.5e-05,454.1329357624054
27,0.00011839972664595637,0.0002959007001056456,0.0002959007001056456,2.5e-05,443.8331003189087
28,0.0001177030297197465,0.0003034587615824506,0.0003034587615824506,2.5e-05,432.68788266181946
