group,count,before_psnr,after_psnr,psnr_gain,before_ssim,after_ssim,ssim_gain
all_slices,19530,37.32892221998585,38.47176235182412,1.1428401318382697,0.44087967243894816,0.8860657588630553,0.4451860864241071
nonblank_slices,17340,30.001578755843774,40.95201953537778,10.950440779534006,0.37325809769964036,0.9881806533100227,0.6149225556103823
